IUPAC	label	split
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)][Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)]GalNAc	1	train
NeuNAc(a2-3)Gal(b1-4)[Gal(b1-6)]GlcNAc	1	test
Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-3)[Fuc(a1-4)GlcNAc(b1-3)Gal(b1-4)]Glc	2	train
Fuc(a1-4)[Gal(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	0	val
ManOP(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[ManOP(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)]GalNAc	1	val
Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc	1	train
Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-6)Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc	1	train
NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
GalNAc(b1-3)[GlcNAc(b1-6)]GalNAc	1	val
GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)[Gal(b1-4)[NeuNAc(a2-3)]Gal(b1-3)]GalNAc	1	train
Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Galf(b1-3)Gal(a1-2)Rha(a1-3)Man(a1-3)Rha(a1-3)Glc	1	train
Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc	1	train
GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	0	train
Fuc(a1-2)Gal(b1-4)GlcNAcOS(b1-6)[Gal(b1-3)]GalNAc	1	train
Man(a1-6)Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Man(a1-3)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)GalOS(b1-3)GalNAc	1	train
Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	test
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Gal(b1-4)GlcNAcOS(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc	1	train
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc	1	test
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	val
GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc	1	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	val
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc	1	train
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)GalNAc	1	train
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-2)Man	1	test
GalNAc(b1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl	1	train
NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc	0	val
Man(a1-3)Man(a1-6)[Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
Gal(b1-2)Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAcOS(b1-6)]GalNAc	1	val
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	val
NeuNGc(a2-8)NeuNGc(a2-6)[Gal(b1-3)]GalNAc	1	train
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc	1	val
Fuc(a1-2)Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]GalNAc	1	train
NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc	1	train
GlcNAc(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GlcNAc(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAcOS(b1-6)[GlcNAc(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)]GalNAc	1	train
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-2)][GlcNAc(b1-6)]Gal(b1-3)GalNAc	1	train
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc	1	train
Gal(a1-3)[Man(a1-2)]Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)GalNAc	1	val
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc	1	train
Fuc(a1-2)[Gal(a1-4)]Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]GalNAc	1	val
GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
GlcA(b1-3)Gal(b1-3)GalNAc	1	train
Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	0	test
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc	1	val
GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc	1	train
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc	1	val
Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-3)GalNAc	1	train
GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc	2	test
GalOS(b1-4)Gal(b1-3)GalNAc	1	test
Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	test
Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	test
Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc	2	train
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc	1	test
GlcOSA(b1-3)Gal(b1-3)[NeuNAc(a2-6)]Gal(b1-4)Xyl	1	test
Gal(b1-3)GlcNAc(b1-4)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	0	val
NeuNAc(a2-3)Man(b1-4)Glc	2	train
GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	0	val
Fuc(a1-2)GlcA(b1-3)Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc	1	train
Man(a1-2)Man(a1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)][Fuc(a1-2)]Gal(b1-3)GalNAc	1	train
Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	test
NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc	1	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Gal(b1-4)GlcNAc(b1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	test
GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
GalNAc(b1-4)GlcNAc(b1-2)Man(b1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Gal(b1-2)[Gal(b1-3)]Gal(b1-6)[Galf(b1-2)Galf(b1-4)]GlcNAc	1	val
GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc	1	val
GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc	1	train
GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
NeuNGc(a2-3)Gal(b1-3)[NeuNGc(a2-6)]GlcNAc(b1-2)Man(a1-6)[NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(a1-4)Gal(b1-3)]GalNAc	1	val
Gal(b1-2)[Gal(b1-3)]Gal(b1-6)[Galf(b1-4)]GlcNAc	1	val
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)Glc	2	val
Man(a1-6)Man(a1-6)Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	test
Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-2)Gal(b1-4)[NeuNGc(a2-6)]GalNAc	1	val
GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	val
GlcNAcOS(b1-6)[NeuNAc(a2-6)Gal(b1-3)]GalNAc	1	val
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(b1-3)GlcNAc(b1-6)]GalNAc	1	train
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-6)[GalNAc(b1-4)GlcNAc(b1-3)]GalNAc	1	train
Gal(b1-2)Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	1	train
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	0	train
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GalNAc(b1-4)[NeuNGc(a2-3)]GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc	1	train
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
Man(a1-3)[Man(a1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	val
Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	train
NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	0	val
GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)GalNAc	1	train
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc	1	train
